datum,test_FR,diff_test_FR,diff_2_test_FR,test_NE,diff_test_NE,diff_2_test_NE,test_TI,diff_test_TI,diff_2_test_TI,test_VD,diff_test_VD,diff_2_test_VD,test_VS,diff_test_VS,diff_2_test_VS,test_GE,diff_test_GE,diff_2_test_GE,test_JU,diff_test_JU,diff_2_test_JU,cases_GE,diff_cases_GE,diff_2_cases_GE,cases_TI,diff_cases_TI,diff_2_cases_TI,cases_VD,diff_cases_VD,diff_2_cases_VD,cases_VS,diff_cases_VS,diff_2_cases_VS,cases_FR,diff_cases_FR,diff_2_cases_FR,cases_NE,diff_cases_NE,diff_2_cases_NE,cases_JU,diff_cases_JU,diff_2_cases_JU,hosp_VS,diff_hosp_VS,diff_2_hosp_VS,hosp_TI,diff_hosp_TI,diff_2_hosp_TI,hosp_VD,diff_hosp_VD,diff_2_hosp_VD,hosp_JU,diff_hosp_JU,diff_2_hosp_JU,hosp_NE,diff_hosp_NE,diff_2_hosp_NE,hosp_FR,diff_hosp_FR,diff_2_hosp_FR,hosp_GE,diff_hosp_GE,diff_2_hosp_GE,vac_all
2021-07-29,1055.0,-8.714285714285714,-6.0,246.57142857142858,-13.571428571428571,-27.857142857142858,529.8571428571429,2.2857142857142856,7.285714285714286,1762.5714285714287,-46.57142857142857,-89.42857142857143,800.5714285714286,-4.714285714285714,-10.285714285714286,2223.0,55.57142857142857,43.142857142857146,61.57142857142857,-3.4285714285714284,-11.142857142857142,111.57142857142857,-1.2857142857142858,-6.714285714285714,29.857142857142858,0.2857142857142857,3.142857142857143,76.42857142857143,-0.14285714285714285,-0.7142857142857143,20.428571428571427,-1.2857142857142858,-3.857142857142857,16.142857142857142,0.5714285714285714,2.5714285714285716,13.714285714285714,1.2857142857142858,2.2857142857142856,5.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.7142857142857142,-0.42857142857142855,-0.42857142857142855,102.26142857142858
2021-07-30,1029.4285714285713,-25.571428571428573,-34.285714285714285,216.85714285714286,-29.714285714285715,-43.285714285714285,537.4285714285714,7.571428571428571,9.857142857142858,1697.7142857142858,-64.85714285714286,-111.42857142857143,774.5714285714286,-26.0,-30.714285714285715,2210.1428571428573,-12.857142857142858,42.714285714285715,60.0,-1.5714285714285714,-5.0,111.71428571428571,0.14285714285714285,-1.1428571428571428,27.857142857142858,-2.0,-1.7142857142857142,76.71428571428571,0.2857142857142857,0.14285714285714285,19.857142857142858,-0.5714285714285714,-1.8571428571428572,15.428571428571429,-0.7142857142857143,-0.14285714285714285,14.571428571428571,0.8571428571428571,2.142857142857143,6.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.42857142857142855,-0.2857142857142857,-0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,1.5714285714285714,-0.14285714285714285,-0.5714285714285714,102.59857142857143
2021-07-31,1040.7142857142858,11.285714285714286,-14.285714285714286,222.57142857142858,5.714285714285714,-24.0,551.2857142857143,13.857142857142858,21.428571428571427,1684.2857142857142,-13.428571428571429,-78.28571428571429,772.8571428571429,-1.7142857142857142,-27.714285714285715,2324.8571428571427,114.71428571428571,101.85714285714286,58.857142857142854,-1.1428571428571428,-2.7142857142857144,115.0,3.2857142857142856,3.4285714285714284,30.142857142857142,2.2857142857142856,0.2857142857142857,80.0,3.2857142857142856,3.5714285714285716,20.428571428571427,0.5714285714285714,0.0,16.714285714285715,1.2857142857142858,0.5714285714285714,14.285714285714286,-0.2857142857142857,0.5714285714285714,5.571428571428571,-0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,-0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,1.8571428571428572,0.2857142857142857,0.14285714285714285,102.91142857142857
2021-08-01,1049.2857142857142,8.571428571428571,19.857142857142858,219.28571428571428,-3.2857142857142856,2.4285714285714284,550.1428571428571,-1.1428571428571428,12.714285714285714,1694.857142857143,10.571428571428571,-2.857142857142857,783.8571428571429,11.0,9.285714285714286,2392.4285714285716,67.57142857142857,182.28571428571428,57.857142857142854,-1.0,-2.142857142857143,114.85714285714286,-0.14285714285714285,3.142857142857143,29.714285714285715,-0.42857142857142855,1.8571428571428572,79.71428571428571,-0.2857142857142857,3.0,19.142857142857142,-1.2857142857142858,-0.7142857142857143,18.714285714285715,2.0,3.2857142857142856,13.857142857142858,-0.42857142857142855,-0.7142857142857143,7.0,1.4285714285714286,1.0,0.14285714285714285,0.0,0.0,0.2857142857142857,-0.14285714285714285,-0.14285714285714285,0.7142857142857143,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,-0.14285714285714285,0.0,0.0,-0.14285714285714285,-0.14285714285714285,2.5714285714285716,0.7142857142857143,1.0,103.22
2021-08-02,1046.4285714285713,-2.857142857142857,5.714285714285714,210.0,-9.285714285714286,-12.571428571428571,589.1428571428571,39.0,37.857142857142854,1659.2857142857142,-35.57142857142857,-25.0,802.8571428571429,19.0,30.0,2296.8571428571427,-95.57142857142857,-28.0,57.285714285714285,-0.5714285714285714,-1.5714285714285714,118.57142857142857,3.7142857142857144,3.5714285714285716,29.571428571428573,-0.14285714285714285,-0.5714285714285714,76.0,-3.7142857142857144,-4.0,19.571428571428573,0.42857142857142855,-0.8571428571428571,20.571428571428573,1.8571428571428572,3.857142857142857,15.714285714285714,1.8571428571428572,1.4285714285714286,9.142857142857142,2.142857142857143,3.5714285714285716,0.14285714285714285,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,-0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,2.857142857142857,0.2857142857142857,1.0,103.49285714285715
2021-08-03,1028.4285714285713,-18.0,-20.857142857142858,207.57142857142858,-2.4285714285714284,-11.714285714285714,591.7142857142857,2.5714285714285716,41.57142857142857,1631.5714285714287,-27.714285714285715,-63.285714285714285,786.8571428571429,-16.0,3.0,2294.4285714285716,-2.4285714285714284,-98.0,58.57142857142857,1.2857142857142858,0.7142857142857143,121.42857142857143,2.857142857142857,6.571428571428571,29.857142857142858,0.2857142857142857,0.14285714285714285,77.0,1.0,-2.7142857142857144,20.714285714285715,1.1428571428571428,1.5714285714285714,23.428571428571427,2.857142857142857,4.714285714285714,16.428571428571427,0.7142857142857143,2.5714285714285716,8.857142857142858,-0.2857142857142857,1.8571428571428572,0.14285714285714285,0.0,0.0,0.7142857142857143,0.14285714285714285,0.42857142857142855,1.8571428571428572,1.0,1.1428571428571428,0.0,0.0,0.0,0.42857142857142855,-0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,2.7142857142857144,-0.14285714285714285,0.14285714285714285,103.75142857142858
2021-08-04,988.1428571428571,-40.285714285714285,-58.285714285714285,204.85714285714286,-2.7142857142857144,-5.142857142857143,589.8571428571429,-1.8571428571428572,0.7142857142857143,1623.142857142857,-8.428571428571429,-36.142857142857146,786.2857142857143,-0.5714285714285714,-16.571428571428573,2269.5714285714284,-24.857142857142858,-27.285714285714285,61.142857142857146,2.5714285714285716,3.857142857142857,123.28571428571429,1.8571428571428572,4.714285714285714,27.714285714285715,-2.142857142857143,-1.8571428571428572,83.57142857142857,6.571428571428571,7.571428571428571,21.571428571428573,0.8571428571428571,2.0,25.714285714285715,2.2857142857142856,5.142857142857143,16.285714285714285,-0.14285714285714285,0.5714285714285714,10.142857142857142,1.2857142857142858,1.0,0.0,-0.14285714285714285,-0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,2.2857142857142856,0.42857142857142855,1.4285714285714286,0.0,0.0,0.0,0.42857142857142855,0.0,-0.14285714285714285,0.14285714285714285,0.0,0.0,2.7142857142857144,0.0,-0.14285714285714285,103.99714285714286
2021-08-05,909.7142857142857,-78.42857142857143,-118.71428571428571,191.85714285714286,-13.0,-15.714285714285714,567.1428571428571,-22.714285714285715,-24.571428571428573,1564.7142857142858,-58.42857142857143,-66.85714285714286,785.4285714285714,-0.8571428571428571,-1.4285714285714286,2154.714285714286,-114.85714285714286,-139.71428571428572,59.714285714285715,-1.4285714285714286,1.1428571428571428,123.28571428571429,0.0,1.8571428571428572,27.571428571428573,-0.14285714285714285,-2.2857142857142856,88.14285714285714,4.571428571428571,11.142857142857142,22.714285714285715,1.1428571428571428,2.0,27.571428571428573,1.8571428571428572,4.142857142857143,17.0,0.7142857142857143,0.5714285714285714,10.857142857142858,0.7142857142857143,2.0,0.0,0.0,-0.14285714285714285,0.7142857142857143,0.0,0.0,2.2857142857142856,0.0,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,-0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.0,0.0,3.0,0.2857142857142857,0.2857142857142857,104.23428571428572
2021-08-06,862.0,-47.714285714285715,-126.14285714285714,185.57142857142858,-6.285714285714286,-19.285714285714285,555.4285714285714,-11.714285714285714,-34.42857142857143,1529.0,-35.714285714285715,-94.14285714285714,785.1428571428571,-0.2857142857142857,-1.1428571428571428,2081.1428571428573,-73.57142857142857,-188.42857142857142,60.285714285714285,0.5714285714285714,-0.8571428571428571,124.0,0.7142857142857143,0.7142857142857143,29.571428571428573,2.0,1.8571428571428572,90.71428571428571,2.5714285714285716,7.142857142857143,24.142857142857142,1.4285714285714286,2.5714285714285716,32.0,4.428571428571429,6.285714285714286,17.142857142857142,0.14285714285714285,0.8571428571428571,11.428571428571429,0.5714285714285714,1.2857142857142858,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,2.142857142857143,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.7142857142857144,-0.2857142857142857,0.0,104.46428571428571
2021-08-07,801.2857142857143,-60.714285714285715,-108.42857142857143,165.71428571428572,-19.857142857142858,-26.142857142857142,543.0,-12.428571428571429,-24.142857142857142,1471.2857142857142,-57.714285714285715,-93.42857142857143,768.2857142857143,-16.857142857142858,-17.142857142857142,1926.4285714285713,-154.71428571428572,-228.28571428571428,60.42857142857143,0.14285714285714285,0.7142857142857143,123.71428571428571,-0.2857142857142857,0.42857142857142855,30.285714285714285,0.7142857142857143,2.7142857142857144,95.71428571428571,5.0,7.571428571428571,24.857142857142858,0.7142857142857143,2.142857142857143,35.285714285714285,3.2857142857142856,7.714285714285714,19.142857142857142,2.0,2.142857142857143,12.0,0.5714285714285714,1.1428571428571428,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,2.2857142857142856,0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,2.4285714285714284,-0.2857142857142857,-0.5714285714285714,104.69142857142857
2021-08-08,751.0,-50.285714285714285,-111.0,167.0,1.2857142857142858,-18.571428571428573,552.2857142857143,9.285714285714286,-3.142857142857143,1453.7142857142858,-17.571428571428573,-75.28571428571429,763.8571428571429,-4.428571428571429,-21.285714285714285,1849.4285714285713,-77.0,-231.71428571428572,63.714285714285715,3.2857142857142856,3.4285714285714284,122.71428571428571,-1.0,-1.2857142857142858,31.142857142857142,0.8571428571428571,1.5714285714285714,100.57142857142857,4.857142857142857,9.857142857142858,28.714285714285715,3.857142857142857,4.571428571428571,37.42857142857143,2.142857142857143,5.428571428571429,19.571428571428573,0.42857142857142855,2.4285714285714284,12.285714285714286,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,2.142857142857143,-0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,2.2857142857142856,-0.14285714285714285,-0.42857142857142855,104.91714285714286
2021-08-09,736.4285714285714,-14.571428571428571,-64.85714285714286,163.14285714285714,-3.857142857142857,-2.5714285714285716,522.0,-30.285714285714285,-21.0,1465.5714285714287,11.857142857142858,-5.714285714285714,737.5714285714286,-26.285714285714285,-30.714285714285715,1917.5714285714287,68.14285714285714,-8.857142857142858,64.71428571428571,1.0,4.285714285714286,125.57142857142857,2.857142857142857,1.8571428571428572,37.285714285714285,6.142857142857143,7.0,112.28571428571429,11.714285714285714,16.571428571428573,33.285714285714285,4.571428571428571,8.428571428571429,41.142857142857146,3.7142857142857144,5.857142857142857,19.571428571428573,0.0,0.42857142857142855,11.285714285714286,-1.0,-0.7142857142857143,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.7142857142857143,-0.14285714285714285,-0.14285714285714285,2.4285714285714284,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,-0.14285714285714285,0.0,2.142857142857143,-0.14285714285714285,-0.2857142857142857,105.14428571428572
2021-08-10,737.1428571428571,0.7142857142857143,-13.857142857142858,166.42857142857142,3.2857142857142856,-0.5714285714285714,521.5714285714286,-0.42857142857142855,-30.714285714285715,1472.857142857143,7.285714285714286,19.142857142857142,731.7142857142857,-5.857142857142857,-32.142857142857146,1926.142857142857,8.571428571428571,76.71428571428571,67.71428571428571,3.0,4.0,127.71428571428571,2.142857142857143,5.0,40.0,2.7142857142857144,8.857142857142858,117.28571428571429,5.0,16.714285714285715,37.42857142857143,4.142857142857143,8.714285714285714,45.42857142857143,4.285714285714286,8.0,20.428571428571427,0.8571428571428571,0.8571428571428571,12.571428571428571,1.2857142857142858,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.7142857142857143,0.0,-0.14285714285714285,1.7142857142857142,-0.7142857142857143,-0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,-0.14285714285714285,2.4285714285714284,0.2857142857142857,0.14285714285714285,105.36571428571429
2021-08-11,710.5714285714286,-26.571428571428573,-25.857142857142858,171.42857142857142,5.0,8.285714285714286,520.0,-1.5714285714285714,-2.0,1451.2857142857142,-21.571428571428573,-14.285714285714286,732.5714285714286,0.8571428571428571,-5.0,1926.4285714285713,0.2857142857142857,8.857142857142858,72.14285714285714,4.428571428571429,7.428571428571429,136.85714285714286,9.142857142857142,11.285714285714286,42.0,2.0,4.714285714285714,122.85714285714286,5.571428571428571,10.571428571428571,42.857142857142854,5.428571428571429,9.571428571428571,47.714285714285715,2.2857142857142856,6.571428571428571,23.571428571428573,3.142857142857143,4.0,13.0,0.42857142857142855,1.7142857142857142,0.2857142857142857,0.0,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,1.8571428571428572,0.14285714285714285,-0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.0,2.4285714285714284,0.0,0.2857142857142857,105.58714285714287
2021-08-12,697.4285714285714,-13.142857142857142,-39.714285714285715,173.71428571428572,2.2857142857142856,7.285714285714286,523.7142857142857,3.7142857142857144,2.142857142857143,1452.857142857143,1.5714285714285714,-20.0,715.7142857142857,-16.857142857142858,-16.0,1949.142857142857,22.714285714285715,23.0,84.0,11.857142857142858,16.285714285714285,148.14285714285714,11.285714285714286,20.428571428571427,44.42857142857143,2.4285714285714284,4.428571428571429,129.85714285714286,7.0,12.571428571428571,48.42857142857143,5.571428571428571,11.0,49.42857142857143,1.7142857142857142,4.0,25.142857142857142,1.5714285714285714,4.714285714285714,14.857142857142858,1.8571428571428572,2.2857142857142856,0.2857142857142857,0.0,0.0,0.5714285714285714,-0.2857142857142857,-0.14285714285714285,2.142857142857143,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,2.5714285714285716,0.14285714285714285,0.14285714285714285,105.80999999999999
2021-08-13,669.0,-28.428571428571427,-41.57142857142857,185.28571428571428,11.571428571428571,13.857142857142858,517.0,-6.714285714285714,-3.0,1433.4285714285713,-19.428571428571427,-17.857142857142858,674.4285714285714,-41.285714285714285,-58.142857142857146,1910.0,-39.142857142857146,-16.428571428571427,84.85714285714286,0.8571428571428571,12.714285714285714,152.28571428571428,4.142857142857143,15.428571428571429,48.0,3.5714285714285716,6.0,138.28571428571428,8.428571428571429,15.428571428571429,54.0,5.571428571428571,11.142857142857142,49.285714285714285,-0.14285714285714285,1.5714285714285714,28.142857142857142,3.0,4.571428571428571,15.0,0.14285714285714285,2.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.14285714285714285,-0.14285714285714285,2.7142857142857144,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.0,0.0,0.2857142857142857,-0.2857142857142857,-0.14285714285714285,0.2857142857142857,0.0,0.0,3.142857142857143,0.5714285714285714,0.7142857142857143,106.03428571428572
2021-08-14,667.1428571428571,-1.8571428571428572,-30.285714285714285,196.85714285714286,11.571428571428571,23.142857142857142,515.1428571428571,-1.8571428571428572,-8.571428571428571,1464.4285714285713,31.0,11.571428571428571,660.2857142857143,-14.142857142857142,-55.42857142857143,1925.857142857143,15.857142857142858,-23.285714285714285,85.28571428571429,0.42857142857142855,1.2857142857142858,152.85714285714286,0.5714285714285714,4.714285714285714,48.42857142857143,0.42857142857142855,4.0,138.14285714285714,-0.14285714285714285,8.285714285714286,58.57142857142857,4.571428571428571,10.142857142857142,50.142857142857146,0.8571428571428571,0.7142857142857143,30.142857142857142,2.0,5.0,15.142857142857142,0.14285714285714285,0.2857142857142857,1.0,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.2857142857142857,2.857142857142857,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,-0.14285714285714285,-0.42857142857142855,0.14285714285714285,-0.14285714285714285,-0.14285714285714285,3.142857142857143,0.0,0.5714285714285714,106.26
