datum,test_SO,diff_test_SO,diff_2_test_SO,test_SZ,diff_test_SZ,diff_2_test_SZ,test_SG,diff_test_SG,diff_2_test_SG,test_BL,diff_test_BL,diff_2_test_BL,test_BE,diff_test_BE,diff_2_test_BE,test_LU,diff_test_LU,diff_2_test_LU,test_OW,diff_test_OW,diff_2_test_OW,test_TG,diff_test_TG,diff_2_test_TG,test_AG,diff_test_AG,diff_2_test_AG,test_BS,diff_test_BS,diff_2_test_BS,test_AI,diff_test_AI,diff_2_test_AI,test_UR,diff_test_UR,diff_2_test_UR,test_SH,diff_test_SH,diff_2_test_SH,test_AR,diff_test_AR,diff_2_test_AR,test_GR,diff_test_GR,diff_2_test_GR,test_ZG,diff_test_ZG,diff_2_test_ZG,test_ZH,diff_test_ZH,diff_2_test_ZH,test_GL,diff_test_GL,diff_2_test_GL,test_NW,diff_test_NW,diff_2_test_NW,cases_NW,diff_cases_NW,diff_2_cases_NW,cases_TG,diff_cases_TG,diff_2_cases_TG,cases_OW,diff_cases_OW,diff_2_cases_OW,cases_SG,diff_cases_SG,diff_2_cases_SG,cases_AG,diff_cases_AG,diff_2_cases_AG,cases_GL,diff_cases_GL,diff_2_cases_GL,cases_UR,diff_cases_UR,diff_2_cases_UR,cases_SH,diff_cases_SH,diff_2_cases_SH,cases_AI,diff_cases_AI,diff_2_cases_AI,cases_SO,diff_cases_SO,diff_2_cases_SO,cases_AR,diff_cases_AR,diff_2_cases_AR,cases_SZ,diff_cases_SZ,diff_2_cases_SZ,cases_BE,diff_cases_BE,diff_2_cases_BE,cases_ZG,diff_cases_ZG,diff_2_cases_ZG,cases_BL,diff_cases_BL,diff_2_cases_BL,cases_ZH,diff_cases_ZH,diff_2_cases_ZH,cases_BS,diff_cases_BS,diff_2_cases_BS,cases_LU,diff_cases_LU,diff_2_cases_LU,cases_GR,diff_cases_GR,diff_2_cases_GR,hosp_TG,diff_hosp_TG,diff_2_hosp_TG,hosp_SZ,diff_hosp_SZ,diff_2_hosp_SZ,hosp_BE,diff_hosp_BE,diff_2_hosp_BE,hosp_GL,diff_hosp_GL,diff_2_hosp_GL,hosp_LU,diff_hosp_LU,diff_2_hosp_LU,hosp_AG,diff_hosp_AG,diff_2_hosp_AG,hosp_UR,diff_hosp_UR,diff_2_hosp_UR,hosp_GR,diff_hosp_GR,diff_2_hosp_GR,hosp_BS,diff_hosp_BS,diff_2_hosp_BS,hosp_AI,diff_hosp_AI,diff_2_hosp_AI,hosp_AR,diff_hosp_AR,diff_2_hosp_AR,hosp_ZG,diff_hosp_ZG,diff_2_hosp_ZG,hosp_NW,diff_hosp_NW,diff_2_hosp_NW,hosp_ZH,diff_hosp_ZH,diff_2_hosp_ZH,hosp_BL,diff_hosp_BL,diff_2_hosp_BL,hosp_OW,diff_hosp_OW,diff_2_hosp_OW,hosp_SG,diff_hosp_SG,diff_2_hosp_SG,hosp_SH,diff_hosp_SH,diff_2_hosp_SH,hosp_SO,diff_hosp_SO,diff_2_hosp_SO,vac_all
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,1.1428571428571428,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.2857142857142858,0.14285714285714285,0.42857142857142855,0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,0.0,1.8571428571428572,0.7142857142857143,1.0,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,1.2857142857142858,0.0,0.14285714285714285,0.0,-0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.42857142857142855,0.7142857142857143,1.2857142857142858,0.42857142857142855,1.0,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,0.0,2.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.4285714285714286,0.14285714285714285,0.14285714285714285,0.0,0.0,-0.14285714285714285,0.14285714285714285,0.0,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.2857142857142858,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.42857142857142855,2.4285714285714284,1.1428571428571428,1.5714285714285714,1.0,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,2.5714285714285716,0.5714285714285714,0.7142857142857143,1.5714285714285714,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.5714285714285714,1.1428571428571428,-0.2857142857142857,-0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.1428571428571428,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,-0.42857142857142855,-0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,1.4285714285714286,-0.14285714285714285,0.14285714285714285,0.42857142857142855,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.5714285714285714,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.14285714285714285,3.0,0.5714285714285714,1.7142857142857142,1.0,0.0,0.14285714285714285,1.1428571428571428,0.42857142857142855,0.5714285714285714,3.142857142857143,0.5714285714285714,1.1428571428571428,3.0,1.4285714285714286,2.142857142857143,0.5714285714285714,0.0,0.42857142857142855,1.2857142857142858,0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,1.1428571428571428,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,-0.42857142857142855,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,1.4285714285714286,0.0,-0.14285714285714285,0.42857142857142855,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.8571428571428572,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,4.285714285714286,1.2857142857142858,1.8571428571428572,1.0,0.0,0.0,2.0,0.8571428571428571,1.2857142857142858,3.857142857142857,0.7142857142857143,1.2857142857142858,3.4285714285714284,0.42857142857142855,1.8571428571428572,0.8571428571428571,0.2857142857142857,0.2857142857142857,1.2857142857142858,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.2857142857142858,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,1.5714285714285714,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,4.142857142857143,-0.14285714285714285,1.1428571428571428,1.0,0.0,0.0,2.0,0.0,0.8571428571428571,4.285714285714286,0.42857142857142855,1.1428571428571428,4.142857142857143,0.7142857142857143,1.1428571428571428,0.8571428571428571,0.0,0.2857142857142857,1.1428571428571428,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,1.1428571428571428,-0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,-0.5714285714285714,-0.42857142857142855,0.2857142857142857,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,1.4285714285714286,-0.14285714285714285,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,4.571428571428571,0.42857142857142855,0.2857142857142857,0.8571428571428571,-0.14285714285714285,-0.14285714285714285,2.0,0.0,0.0,4.857142857142857,0.5714285714285714,1.0,5.0,0.8571428571428571,1.5714285714285714,1.0,0.14285714285714285,0.14285714285714285,1.1428571428571428,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,1.1428571428571428,0.0,-0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,-0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,1.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.0,-0.5714285714285714,0.2857142857142857,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,1.7142857142857142,1.0,1.1428571428571428,1.7142857142857142,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.0,0.0,4.571428571428571,0.0,0.42857142857142855,0.5714285714285714,-0.2857142857142857,-0.42857142857142855,2.4285714285714284,0.42857142857142855,0.42857142857142855,6.0,1.1428571428571428,1.7142857142857142,6.714285714285714,1.7142857142857142,2.5714285714285716,1.1428571428571428,0.14285714285714285,0.2857142857142857,2.7142857142857144,1.5714285714285714,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,1.5714285714285714,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.8571428571428572,0.14285714285714285,1.1428571428571428,2.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,-0.2857142857142857,-0.2857142857142857,5.142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,-0.42857142857142855,-0.7142857142857143,3.0,0.5714285714285714,1.0,10.571428571428571,4.571428571428571,5.714285714285714,9.142857142857142,2.4285714285714284,4.142857142857143,1.2857142857142858,0.14285714285714285,0.2857142857142857,3.2857142857142856,0.5714285714285714,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,-0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,-0.14285714285714285,-0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,-0.14285714285714285,-0.14285714285714285,2.2857142857142856,0.7142857142857143,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.0,0.0,1.0,-0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0
